Column,reference,text,name,normalized,cluster_key_collision,cluster_levenshtein,cluster_levenshtein_radius2,cluster_levenshtein_block5
423,164:002, um-ma m.a-zi-ri ÌR-ka-ma, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
424,164:004, m.ha-ti-ip i-il-la-kà-am, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip
425,164:010, ù LÚ.MEß.ÌR m.tù-u-tù EN-ia, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
426,164:016, ù i$-tu a-ma-te.{MEß} m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
427,164:018, EN-ia a-nu-um-ma m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip
428,164:026, a-na-ku ù m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip
429,164:030, ù i$-tu pa-ni m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
430,164:033, m.tù-u-tù ù LÚ.MEß GAL-bu-te.MEß, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
431,164:035, ù ki-i-ia-am m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
432,164:038, UGU m.a-zi-ri $a la SIG5-iq, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
433,164:042, ù m.ha-ti-ip LÚ.ÌR LUGAL bá-nu, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip
434,164:043, m.tù-u-tù lu-ú ti-i-de4, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
435,165:002, um-ma m.[a-zi-ri ÌR-ka-ma], m.[a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
436,165:009, ù m.bá-a-lu-ia LÚ.MEß[.ÌR-k]a, m.bá-a-lu-ia, m.bá-a-lu-ia, m.bá-a-lu-ia, m.bá-a-lu-ia, m.bá-a-lu-ia, m.bá-a-lu-ia
437,165:015, ù m.ha-ti-ip ni-il-la-ak, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip
438,165:026, a-n[a-k]u ù m.ha-ti-ip {a}[-na-ku], m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip
439,166:001, [a-n]a m.ha-a-i ßEß-ia, m.ha-a-i, m.ha-a-i, m.ha-a-i, m.ha-a-i, m.ha-a-i, m.ha-a-i
440,166:002, um-ma m.a-zi-ri ßEß-ka-ma, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
441,166:012, a-nu-um-ma a-na-ku ù m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip
442,166:014, i-na ha-mut-i$ m.ha-a-i, m.ha-a-i, m.ha-a-i, m.ha-a-i, m.ha-a-i, m.ha-a-i, m.ha-a-i
443,166:032, a-na-ku ù m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip
444,167:001, [a-na m.tù-u-tù EN-ia a-bi-ia (?)], m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
445,167:002, [im-ma m.a-zi-ri ÌR?-ka-ma], m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
446,167:014, a-na-ku ù m.h[a-ti-]i[p], m.h[a-ti-]i[p], m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip
447,167:028, m.tù-u-tù i-na-an-na a-{mur?}, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
448,167:031, [kà-]-a$-du it-ti m.tù-u-tù EN[-ia], m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
449,168:002, um-ma m.a-zi-ri ÌR-k[a-ma], m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
450,168:008, [ù? m.h]a-ti-ip ]i-kà-a[$-$a?-du4?nim?], m.h]a-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip
451,168:R12, [        -i]a? m.DINGIR-ia-ip-[, m.DINGIR-ia-ip-[, m.DINGIR-ia-ip-, m.DINGIR-ia-ip-, m.DINGIR-ia-ip-, m.DINGIR-ia-ip-, m.DINGIR-ia-ip-
452,169:012, a-na LÚ.MEß.ÌR-$u m.a-zi-ri LÚ.ÌR-ka, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
453,169:016, $a-ni-tam a-na m.tù-ut-tù EN-ia, m.tù-ut-tù, m.tù-ut-tù, m.tù-ut-tù, m.tù-ut-tù, m.tù-ut-tù, m.tù-u-tù
454,169:028, m.a-zi-ri i$-tu KUR mi-ic-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
455,169:036, [a-na(?) m.tù-ut-t]ù(?) EN-ia m.a-zi-ri, m.tù-ut-t]ù, m.tù-ut-tù, m.tù-ut-tù, m.tù-ut-tù, m.tù-ut-tù, m.tù-u-tù
456,169:036, [a-na(?) m.tù-ut-t]ù(?) EN-ia m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
457,170:002, um-ma m.d.IßKUR-lu-ia ù um-ma, m.d.IßKUR-lu-ia, m.d.IŠKUR-lu-ia, m.d.IŠKUR-lu-ia, m.d.IŠKUR-lu-ia, m.d.IŠKUR-lu-ia, m.d.IŠKUR-lu-ia
458,170:003, m.be-ti-DINGIR a-na GÌR.MEß EN-ni ni-am-qut, m.be-ti-DINGIR, m.be-ti-DINGIR, m.be-ti-DINGIR, m.be-ti-DINGIR, m.be-ti-DINGIR, m.be-ti-DINGIR
459,170:015, m.lu-Pa-aK-Ku il5-te-qú-nim, m.lu-Pa-aK-Ku, m.lu-Pa-aK-Ku, m.lu-Pa-aK-Ku, m.lu-Pa-aK-Ku, m.lu-Pa-aK-Ku, m.lu-Pa-aK-Ku
460,170:017, m.a-ad-du-mi il5-te-qú-nim-mi, m.a-ad-du-mi, m.a-ad-du-mi, m.a-ad-du-mi, m.a-ad-du-mi, m.a-ad-du-mi, m.a-ad-du-mi
461,170:020, m.Zi-Ta-na, m.Zi-Ta-na, m.Zi-Ta-na, m.Zi-Ta-na, m.Zi-Ta-na, m.Zi-Ta-na, m.Zi-Ta-na
462,170:028, ù m.be-ti-DINGIR, m.be-ti-DINGIR, m.be-ti-DINGIR, m.be-ti-DINGIR, m.be-ti-DINGIR, m.be-ti-DINGIR, m.be-ti-DINGIR
463,170:036, a-na m.GAL.DINGIR ù m.ÌR.d.URAß, m.GAL.DINGIR, m.GAL.DINGIR, m.GAL.DINGIR, m.GAL.DINGIR, m.GAL.DINGIR, m.GAL.DINGIR
464,170:036, a-na m.GAL.DINGIR ù m.ÌR.d.URAß, m.ÌR.d.URAß, m.ÌR.d.URAŠ, m.ÌR.d.URAŠ, m.ÌR.d.URAŠ, m.ÌR.d.URAŠ, m.ÌR.d.URAŠ
465,170:037, a-na m.DUMU-a-na ù m.GAL-cí-id-qí, m.DUMU-a-na, m.DUMU-a-na, m.DUMU-a-na, m.DUMU-a-na, m.DUMU-a-na, m.DUMU-a-na
466,170:037, a-na m.DUMU-a-na ù m.GAL-cí-id-qí, m.GAL-cí-id-qí, m.GAL-cí-id-qí, m.GAL-cí-id-qí, m.GAL-cí-id-qí, m.GAL-cí-id-qí, m.GAL-cí-id-qí
467,170:038, um-ma m.a-mur-d.IßKUR, m.a-mur-d.IßKUR, m.a-mur-d.IŠKUR, m.a-mur-d.IŠKUR, m.a-mur-d.IŠKUR, m.a-mur-d.IŠKUR, m.a-mur-d.IŠKUR
468,170:043, dan-ní$ $ul-mu ù a-na m.a-na-ti, m.a-na-ti, m.a-na-ti, m.a-na-ti, m.a-na-ti, m.a-na-ti, m.a-na-ti
469,171:005, [ù m.ia-]an-ha-mu la ú-wa-a$-$ar-an-ni, m.ia-]an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
470,171:007, [a?-na?] LUGAL be-lí-i[a ù?       -$u?-n]u? m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
471,171:011, [i$-t]u ßU-ti m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
472,171:013, {$a} LU[G]AL >d.< d.UTU be-lí-ia ù m.ia-an-ha-mu la ú-wa-a$-$i-ra-an-ni, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
473,171:022, $a-ni-tam be-lí [                m.ia-a]n-ha-mu, m.ia-a]n-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
474,171:028, [         a?-]{na?}-ku a-na [            m.?ia?-an?-h]a?-mu, m., m., m., m., m., m.
475,174:011, ù a-li-uk m.e[-tá-kà-m]a, m.e[-tá-kà-m]a, m.e-tá-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma
476,175:009, ù a-li-uk m.e[-tá-kà-m]a, m.e[-tá-kà-m]a, m.e-tá-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma
477,176:009, ù a-li-uk m.e-tá-[kà-ma], m.e-tá-[kà-ma], m.e-tá-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma
478,177:002, um-ma m.yu-mi-ú-ta LÚ KUR gud-da-$u-na, m.yu-mi-ú-ta, m.yu-mi-ú-ta, m.yu-mi-ú-ta, m.yu-mi-ú-ta, m.yu-mi-ú-ta, m.yu-mi-ú-ta
479,180:004, m.DUMU-ia u$-$i-ir[-t]i7-[$u a-na], m.DUMU-ia, m.DUMU-ia, m.DUMU-ia, m.DUMU-ia, m.DUMU-ia, m.DUMU-ia
480,180:008, it-ti m.DUMU-ia ù te-na-ca-ru, m.DUMU-ia, m.DUMU-ia, m.DUMU-ia, m.DUMU-ia, m.DUMU-ia, m.DUMU-ia
481,182:001, [a-na m.LUGAL] EN-i[a DINGIR-ia d.]UTU-ia, m.LUGAL], m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
482,185:005, [m.]L[UGAL]-ri EN-ia DINGIR-ia d.UTU-i[a], [m.]L[UGAL]-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
483,185:007, [m.LUGAL-r]i E[N]-i[a] DINGIR-ia d.UTU-ia, [m.LUGAL-r]i, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
484,185:009, [ú l]i-{i}-d[e4] m.LUGAL-ru EN-ia, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
485,185:011, m.a-ma-an-ha-at-pí LÚ URU tu-$u-ul-ti.KI, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
486,185:012, UGU [U]RU.DIDLI.HÁ.KI m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
487,185:015, URU.DIDLI.HÁ.KI m.LUGAL-ri EN-ia DINGIR-ia d.UTU-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
488,185:017, URU ma-ah-zi-i[b]-ti.KI URU.KI m.LUG[AL-r]i EN-ia, m.LUG[AL-r]i, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
489,185:020, m.a-ma-a[n-ha-at-p]é i-ri-bu-ni LÚ.SA.GAZ.MEß, m.a-ma-a[n-ha-at-p]é, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
490,185:022, URU gi-l[u-ni].KI URU.KI m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
491,185:026, ù a-na ma-har m.a-ma-an-ha-at-pé i-<ri>-bu-mi, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
492,185:030, [m.]L[UGAL]-ri EN-ia DINGIR-iad.UTU-i[a], [m.]L[UGAL]-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
493,185:035, ù a-na mu-h[i] m.a-ma-[an-h]a-at-pé, m.a-ma-[an-h]a-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
494,185:037, ù URU u$-te[K]I [U]RU[KI m.]LUGAL-ri EN-ia, m.]LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
495,185:040, ma-har m.a-ma-an-ha-a[t-pé] i-ri-bu-na, m.a-ma-an-ha-a[t-pé], m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
496,185:044, m.LUGAL-ri EN-ia ù ni-pu-u$-mi, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
497,185:047, 40 LÚ SA.GAZ.MEß a-na mu-[h]i m.[a-ma-an-ha-]at-pí, m.[a-ma-an-ha-]at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
498,185:049, ù LÚ SA.GA[Z m.a-ma-a]n-ha-at-pí, m.a-ma-a]n-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
499,185:051, LÚ SA.GA[Z.MEß i]t-ti m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
500,185:054, a-n[a m]a-h[ar] m.a-[m]a-an-ha-at-pí ù, m.a-[m]a-an-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
501,185:055, ti-[i]q-bu-mi [ßE]ß.MEß-ia a-na m.a-ma-[a]n-ha-at-pí, m.a-ma-[a]n-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
502,185:057, m.LUGAL-[r]i be-li-nu [ni-]$a-al-$u-nu-mi, m.LUGAL-[r]i, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
503,185:059, pu-ha-a[t i]-ca-ba-tu URU.DIDLI.HÁ.KI m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
504,185:064, [ù] a-mu-ur-m[i] m.a-ma-an-ha-at-pé LÚ $a-ru, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
505,185:066, [m.]LUGAL-r[u] EN-ia im-ru-[u]r-mi, [m.]LUGAL-r[u], m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
506,185:067, i$-tu $a[-$]u la-a i-qa-al m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
507,185:068, EN-ia ba-lu ${a}-a-al m.a-[m]a-an-ha-at-pí, m.a-[m]a-an-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pí, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
508,185:071, a-na [K]UR ki-ti m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
509,185:072, ù [$]a-a-l[u-mi m.LUGAL]-ru E[N]-ia, m.LUGAL]-ru, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
510,185:073, m.a-ma-an-ha-a[t-pé L]Ú $a-ra, m.a-ma-an-ha-a[t-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
511,185:076,                       m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
512,186:004, [_ _ _ _ m.LUGAL-ri BE-ia DINGIR-ia] d.UTU-[ia], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
513,186:006, [a-mu-ur]-mi a-n[a-ku Ì]R k[i-ti m.LUGAL-ri] BE-ia, m.LUGAL-ri], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
514,186:007, [DINGIR-ia] d.UTU-ia ù i-r[i]-du[ m.]L[UGA]L-ra, m.]L[UGA]L-ra, m.LUGAL-ra, m.LUGAL-ra, m.LUGAL-ma, m.LUGAL-ri, m.LUGAL-ri
515,186:009, [ÌR.ME]ß [k]i-[ti m.LUGAL-ri BE-i]a DINGIR-ia d.UTU-[i]a, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
516,186:011, m.LUGAL-ri B[E-ia d.UTU-]ia DINGIR-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
517,186:012, ù a-m[u-u]r-m[i m.a-ma]-an-ha-a[t-p]é, m.a-ma]-an-ha-a[t-p]é, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
518,186:015, [k]i-[t]i m.L[UGAL-r]i B[E-li-ia DINGIR-ia d.]UTU-ia, m.L[UGAL-r]i, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
519,186:017, [i-$ar-ra-pu-$i ù a-na ma-ha]r m.[a-ma-an-]ha-a[t]-pé, m.[a-ma-an-]ha-a[t]-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
520,186:019, [ù m.a-ma-an-ha-at-pé LÚ URU tu-$u-u]l-ti.[K]I, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
521,186:022, m.[LUGAL-ri BE-ia DING]IR-[ia d.UTU-ia i]-c[a-b]a-t[u-m]i, m.[LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
522,186:025, ù [a-na ma-h]ar m.a[-ma-an-ha-at-pé] LÚ URU t[u-$al-ti.KI], m.a[-ma-an-ha-at-pé], m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
523,186:026, i-ri-[bu-]na ù  [m.a-ma-an-ha-at-p]é LÚ URU t[u-$al-ti.KI], [m.a-ma-an-ha-at-p]é, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
524,186:029, m.LUGAL-ri BE[-ia] DINGIR-i[a d.URU-ia ]i-ca-ba-[tu-mi], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
525,186:031, i-na IZ[I   ù a-na ma-h]ar m.[a-ma-an-ha-at-pé], m.[a-ma-an-ha-at-pé], m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
526,186:033, ù m.[a-ma-an-ha-at-p]é [L]Ú [URU tu-$al-ti.KI], m.[a-ma-an-ha-at-p]é, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
527,186:036, [m.LUGAL-ri BE-ia DINGIR-ia d.UTU-ia i-ca-ba-tu-mi], [m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
528,186:039, [ù a-n]a [ma-har m.a-ma-an-ha-at-pé], m.a-ma-an-ha-at-pé], m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
529,186:041, [ù m.]a[-m]a-an[-ha-at-pé LÚ URU tu-$al-ti.KI], m.]a[-m]a-an[-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
530,186:045, m.LUGAL-ri BE-ia DINGIR-ia d.[UT]U-[ia ù], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
531,186:046, i[-du-k]u-mi/ i-[pu-$]u-mi LÚ ÌR.MEß ki-ti[ m.LUGAL-ri], m.LUGAL-ri], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
532,186:049, m.LUGAL-[ri] BE-ia DINGIR-ia d.UTU-i[a ù], m.LUGAL-[ri], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
533,186:051, LÚ SA.G[AZ.]MEß a-na ma-har m.a[-ma-an-ha-at-pé], m.a[-ma-an-ha-at-pé], m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
534,186:054, it-t[i m.a-ma-an-ha-at-p]é LÚ URU tu-[$al-ti].K[I], m.a-ma-an-ha-at-p]é, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
535,186:056, ù [D]UMU[.MEß-i]a Ì[R].MEß m.LUGAL-ri BE-ia DINGIR-i[a d.UT]U-i[a ], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
536,186:057, ti-[ri-bu] a-na ma-har m.a-m[a-a]n-ha-at-pé L[Ú URU t]u-$al-ti, m.a-m[a-a]n-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé, m.a-ma-an-ha-at-pé
537,186:058, [ù t]i-iq-bu-mi a-na m.a[-m]a-[a]n-[a]t-ha-pé [id-na-mi], m.a[-m]a-[a]n-[a]t-ha-pé, m.a-ma-an-at-ha-pé, m.a-ma-an-at-ha-pé, m.a-ma-an-at-ha-pé, m.a-ma-an-at-ha-pé, m.a-ma-an-at-ha-pé
538,186:059, LÚ [SA.]GAZ.MEß LÚ $a-r[i.ME]ß $a m.LUGAL-ri[ BE-i]a, m.LUGAL-ri[, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
539,186:061, [i-ca-]ba-tu-mi [UR]U.DIDLI.HÁ.MEß.KI m.LUGAL-ri BE-i[a], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
540,186:063, [URU.KI m.LUGAL-r]i BE-ia DINGIR-ia d.UTU-ia, m.LUGAL-r]i, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
541,186:071, [_ _ a-na m.LUGAL-ri ]BE-ia DINGIR-i[a d.]UT[U-ia], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
542,186:077, ia-r[i]-im [U]G[U m.LUGAL BE-ia], m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
